claim_id,synthesis_cluster,source_id,note_id,dimension,validation_status,memo_section_target
CLM_PDF002_Q06_001,Unbalanced growth and overvaluation,PDF002,PDF002_Q06,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_001,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_001,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q06,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_002,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q06,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_002,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_002,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q06,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_003,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_003,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_003,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_003,Policy and institutional implications,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_003,Critical adaptation to urban land-rent financialization in Latin America,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_004,Growth and capital-formation mechanisms,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_004,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_004,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_005,Growth and capital-formation mechanisms,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_005,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_006,Growth and capital-formation mechanisms,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_006,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_006,Unbalanced growth and overvaluation,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_006,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_006,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q06_007,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q06_007,Debt rollover and dynamic efficiency,PDF002,PDF002_Q06,variables_parameters,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_001,Growth and capital-formation mechanisms,PDF002,PDF002_Q07,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_001,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_001,Unbalanced growth and overvaluation,PDF002,PDF002_Q07,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_001,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_001,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q07,causality,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_002,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_002,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_002,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q07,theory_evidence,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_003,Definitions and conceptual separations,PDF002,PDF002_Q07,causality,validated_paraphrase,9. Critical appraisal
CLM_PDF002_Q07_003,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,causality,validated_paraphrase,9. Critical appraisal
CLM_PDF002_Q07_003,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,causality,validated_paraphrase,9. Critical appraisal
CLM_PDF002_Q07_003,Policy and institutional implications,PDF002,PDF002_Q07,causality,validated_paraphrase,9. Critical appraisal
CLM_PDF002_Q07_003,Critical adaptation to urban land-rent financialization in Latin America,PDF002,PDF002_Q07,causality,validated_paraphrase,9. Critical appraisal
CLM_PDF002_Q07_004,Growth and capital-formation mechanisms,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_004,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_004,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_005,Growth and capital-formation mechanisms,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_005,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_005,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF002_Q07_006,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,causality,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_006,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,causality,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_006,Wobbly dynamics and endogenous instability,PDF002,PDF002_Q07,causality,validated_paraphrase,7. Mechanism IV
CLM_PDF002_Q07_007,Definitions and conceptual separations,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_007,Growth and capital-formation mechanisms,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_007,"Credit, leverage, collateral, and monetary policy",PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_007,Unbalanced growth and overvaluation,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF002_Q07_007,Debt rollover and dynamic efficiency,PDF002,PDF002_Q07,variables_parameters,validated_paraphrase,6. Mechanism III
CLM_PDF003_Q01_001,Definitions and conceptual separations,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_001,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_002,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,mechanism,validated_paraphrase,1. Introduction
CLM_PDF003_Q01_002,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,mechanism,validated_paraphrase,1. Introduction
CLM_PDF003_Q01_002,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,mechanism,validated_paraphrase,1. Introduction
CLM_PDF003_Q01_003,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,theory_evidence,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_003,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,theory_evidence,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_003,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,theory_evidence,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_003,Critical adaptation to urban land-rent financialization in Latin America,PDF003,PDF003_Q01,theory_evidence,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_004,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,mechanism,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_004,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,mechanism,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_004,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,mechanism,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_004,Policy and institutional implications,PDF003,PDF003_Q01,mechanism,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_005,Definitions and conceptual separations,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_005,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_005,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_005,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q01_006,Definitions and conceptual separations,PDF003,PDF003_Q01,mechanism,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_006,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,mechanism,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_006,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,mechanism,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_006,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,mechanism,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_006,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q01,mechanism,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q01_007,Definitions and conceptual separations,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q01_007,Growth and capital-formation mechanisms,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q01_007,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q01_007,Debt rollover and dynamic efficiency,PDF003,PDF003_Q01,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_001,Definitions and conceptual separations,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_002,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_002,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_002,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_003,Definitions and conceptual separations,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_003,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_003,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_003,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_003,Critical adaptation to urban land-rent financialization in Latin America,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_004,Definitions and conceptual separations,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_004,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_004,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_004,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_005,Definitions and conceptual separations,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_005,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_005,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_005,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_006,Definitions and conceptual separations,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_006,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_006,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_006,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q02_007,Definitions and conceptual separations,PDF003,PDF003_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_007,Growth and capital-formation mechanisms,PDF003,PDF003_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_007,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_007,Debt rollover and dynamic efficiency,PDF003,PDF003_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q02_007,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q02,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_001,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_001,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_002,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_002,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_002,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_002,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_003,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_003,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_003,Critical adaptation to urban land-rent financialization in Latin America,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_004,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_004,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_004,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_004,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_005,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q03_005,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q03_005,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q03_005,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,5. Mechanism II
CLM_PDF003_Q03_006,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q03_006,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q03_006,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q03_007,Definitions and conceptual separations,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_007,Growth and capital-formation mechanisms,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_007,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q03_007,Debt rollover and dynamic efficiency,PDF003,PDF003_Q03,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_001,Definitions and conceptual separations,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_002,Growth and capital-formation mechanisms,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q04_002,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q04_002,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q04_003,Definitions and conceptual separations,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_003,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_003,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_003,Critical adaptation to urban land-rent financialization in Latin America,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_004,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q04_004,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q04_004,Policy and institutional implications,PDF003,PDF003_Q04,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q04_005,Definitions and conceptual separations,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_005,Growth and capital-formation mechanisms,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_005,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_005,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_005,Policy and institutional implications,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_006,Definitions and conceptual separations,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_006,Growth and capital-formation mechanisms,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_006,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_006,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_007,Definitions and conceptual separations,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_007,Growth and capital-formation mechanisms,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_007,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q04_007,Debt rollover and dynamic efficiency,PDF003,PDF003_Q04,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_001,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_002,Definitions and conceptual separations,PDF003,PDF003_Q05,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_002,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_002,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_002,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q05,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_002,Policy and institutional implications,PDF003,PDF003_Q05,mechanism,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_003,Growth and capital-formation mechanisms,PDF003,PDF003_Q05,theory_evidence,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_003,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,theory_evidence,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_003,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,theory_evidence,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_003,Policy and institutional implications,PDF003,PDF003_Q05,theory_evidence,validated_paraphrase,1. Introduction
CLM_PDF003_Q05_004,Definitions and conceptual separations,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_004,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_004,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_004,Policy and institutional implications,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,10. Research agenda
CLM_PDF003_Q05_005,Definitions and conceptual separations,PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_005,Growth and capital-formation mechanisms,PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_005,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_005,Unbalanced growth and overvaluation,PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_005,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_005,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q05,causality,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_006,Definitions and conceptual separations,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_006,Growth and capital-formation mechanisms,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_006,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_006,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_006,Wobbly dynamics and endogenous instability,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_007,Definitions and conceptual separations,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_007,Growth and capital-formation mechanisms,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_007,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_007,Debt rollover and dynamic efficiency,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q05_007,Policy and institutional implications,PDF003,PDF003_Q05,variables_parameters,validated_paraphrase,3. Conceptual objects
CLM_PDF003_Q06_001,Definitions and conceptual separations,PDF003,PDF003_Q06,definition,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q06_001,Growth and capital-formation mechanisms,PDF003,PDF003_Q06,definition,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q06_001,"Credit, leverage, collateral, and monetary policy",PDF003,PDF003_Q06,definition,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q06_001,Debt rollover and dynamic efficiency,PDF003,PDF003_Q06,definition,validated_paraphrase,4. Mechanism I
CLM_PDF003_Q06_001,Policy and institutional implications,PDF003,PDF003_Q06,definition,validated_paraphrase,4. Mechanism I
